id,source_pattern,target_pattern,source_patterns,target_patterns,slot_types,scene,intent,priority,transform_pipeline,constraints,identity_structure,example_source,example_target,notes,review_status,provenance
FTPL-142,我想和{person_social:person_social}在{place_local:place_local}见面。,我想同{person_social}喺{place_local}見面。,"[""我想和{person_social:person_social}在{place_local:place_local}见面。""]","[""我想同{person_social}喺{place_local}見面。""]","[""person_social"",""place_local""]",daily,meet,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想和他在酒店见面。,我想同佢喺酒店見面。,Replaces expanded phrase frame 142; old rows=120.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-143,{person_social:person_social}在{place_local:place_local}等我。,{person_social}喺{place_local}等我。,"[""{person_social:person_social}在{place_local:place_local}等我。""]","[""{person_social}喺{place_local}等我。""]","[""person_social"",""place_local""]",daily,waiting,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,他在酒店等我。,佢喺酒店等我。,Replaces expanded phrase frame 143; old rows=120.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-144,我把{storage_item:storage_item}放在{place_local:place_local}了。,我將{storage_item}放咗喺{place_local}。,"[""我把{storage_item:storage_item}放在{place_local:place_local}了。""]","[""我將{storage_item}放咗喺{place_local}。""]","[""storage_item"",""place_local""]",daily,item_placed,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我把手机放在酒店了。,我將手機放咗喺酒店。,Replaces expanded phrase frame 144; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-145,请把{storage_item:storage_item}拿到{place_local:place_local}。,唔該將{storage_item}攞去{place_local}。,"[""请把{storage_item:storage_item}拿到{place_local:place_local}。""]","[""唔該將{storage_item}攞去{place_local}。""]","[""storage_item"",""place_local""]",daily,move_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把手机拿到酒店。,唔該將手機攞去酒店。,Replaces expanded phrase frame 145; old rows=140.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-146,我忘了带{item:item}。,我唔記得帶{item}。,"[""我忘了带{item:item}。""]","[""我唔記得帶{item}。""]","[""item""]",daily,forgot_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我忘了带手机。,我唔記得帶手機。,Replaces expanded phrase frame 146; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-147,你有没有看到我的{item:item}？,你有冇見到我嘅{item}呀？,"[""你有没有看到我的{item:item}？""]","[""你有冇見到我嘅{item}呀？""]","[""item""]",daily,find_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,你有没有看到我的手机？,你有冇見到我嘅手機呀？,Replaces expanded phrase frame 147; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-148,这个{item:item}是谁的？,呢個{item}係邊個㗎？,"[""这个{item:item}是谁的？""]","[""呢個{item}係邊個㗎？""]","[""item""]",daily,ownership_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机是谁的？,呢個手機係邊個㗎？,Replaces expanded phrase frame 148; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-149,{item:item}坏了。,{item}壞咗。,"[""{item:item}坏了。""]","[""{item}壞咗。""]","[""item""]",daily,broken_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,手机坏了。,手機壞咗。,Replaces expanded phrase frame 149; old rows=49.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-150,{battery_item:battery_item}没有电了。,{battery_item}冇電喇。,"[""{battery_item:battery_item}没有电了。""]","[""{battery_item}冇電喇。""]","[""battery_item""]",daily,battery_empty,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,手机没有电了。,手機冇電喇。,Replaces expanded phrase frame 150; old rows=7.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-151,我需要给{battery_item:battery_item}充电。,我要幫{battery_item}叉電。,"[""我需要给{battery_item:battery_item}充电。""]","[""我要幫{battery_item}叉電。""]","[""battery_item""]",daily,charge_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我需要给手机充电。,我要幫手機叉電。,Replaces expanded phrase frame 151; old rows=7.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-152,请帮我修一下{item:item}。,唔該幫我整下{item}。,"[""请帮我修一下{item:item}。""]","[""唔該幫我整下{item}。""]","[""item""]",daily,repair_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请帮我修一下手机。,唔該幫我整下手機。,Replaces expanded phrase frame 152; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
CTPL-001,{person:person}想{vp:VP}。,{person}想{vp}。,"[""{person:person}想{vp:VP}。"",""{time:generic_time_prefix}{person:person}想{vp:VP}。""]","[""{person}想{vp}。"",""{time}{person}想{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,want,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",true,我想去机场。,我想去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-002,{person:person}不想{vp:VP}。,{person}唔想{vp}。,"[""{person:person}不想{vp:VP}。"",""{time:generic_time_prefix}{person:person}不想{vp:VP}。""]","[""{person}唔想{vp}。"",""{time}{person}唔想{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,not_want,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我不想去机场。,我唔想去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-003,{person:person}要{vp:VP}。,{person}要{vp}。,"[""{person:person}要{vp:VP}。"",""{time:generic_time_prefix}{person:person}要{vp:VP}。""]","[""{person}要{vp}。"",""{time}{person}要{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,need_action,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",true,我要去机场。,我要去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-004,{person:person}需要{np:NP}。,{person}需要{np}。,"[""{person:person}需要{np:NP}。"",""{time:generic_time_prefix}{person:person}需要{np:NP}。""]","[""{person}需要{np}。"",""{time}{person}需要{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,need_item,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",true,我需要这个文件。,我需要呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-005,{person:person}没有{np:NP}。,{person}冇{np}。,"[""{person:person}没有{np:NP}。"",""{time:generic_time_prefix}{person:person}没有{np:NP}。""]","[""{person}冇{np}。"",""{time}{person}冇{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,absence,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我没有这个文件。,我冇呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-006,{person:person}还没有{vp:VP}。,{person}仲未{vp}。,"[""{person:person}还没有{vp:VP}。"",""{time:generic_time_prefix}{person:person}还没有{vp:VP}。""]","[""{person}仲未{vp}。"",""{time}{person}仲未{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,not_yet,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我还没有去机场。,我仲未去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-007,{person:person}已经{vp:VP}了。,{person}已經{vp|perfective}。,"[""{person:person}已经{vp:VP}了。"",""{time:generic_time_prefix}{person:person}已经{vp:VP}了。""]","[""{person}已經{vp|perfective}。"",""{time}{person}已經{vp|perfective}。""]","[""person"",""VP"",""generic_time_prefix""]",general,completed,84,"[{""type"":""aspect_after_head"",""slot"":""vp"",""marker"":""咗""}]","{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我已经去机场了。,我已經去咗機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-008,{person:person}正在{vp:VP}。,{person}{vp|progressive}。,"[""{person:person}正在{vp:VP}。"",""{time:generic_time_prefix}{person:person}正在{vp:VP}。""]","[""{person}{vp|progressive}。"",""{time}{person}{vp|progressive}。""]","[""person"",""VP"",""generic_time_prefix""]",general,progressive,84,"[{""type"":""aspect_after_head"",""slot"":""vp"",""marker"":""緊""}]","{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我正在去机场。,我去緊機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-009,{person:person}会{vp:VP}。,{person}會{vp}。,"[""{person:person}会{vp:VP}。"",""{time:generic_time_prefix}{person:person}会{vp:VP}。""]","[""{person}會{vp}。"",""{time}{person}會{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,future,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我会去机场。,我會去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-010,{person:person}不会{vp:VP}。,{person}唔會{vp}。,"[""{person:person}不会{vp:VP}。"",""{time:generic_time_prefix}{person:person}不会{vp:VP}。""]","[""{person}唔會{vp}。"",""{time}{person}唔會{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,future_negative,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我不会去机场。,我唔會去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-011,{person:person}可以{vp:VP}吗？,{person}可唔可以{vp}呀？,"[""{person:person}可以{vp:VP}吗？"",""{time:generic_time_prefix}{person:person}可以{vp:VP}吗？""]","[""{person}可唔可以{vp}呀？"",""{time}{person}可唔可以{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,permission,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我可以去机场吗？,我可唔可以去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-012,{person:person}能不能{vp:VP}？,{person}可唔可以{vp}呀？,"[""{person:person}能不能{vp:VP}？"",""{time:generic_time_prefix}{person:person}能不能{vp:VP}？""]","[""{person}可唔可以{vp}呀？"",""{time}{person}可唔可以{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,ability_question,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我能不能去机场？,我可唔可以去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-013,{person:person}为什么{vp:VP}？,{person}點解{vp}呀？,"[""{person:person}为什么{vp:VP}？"",""{time:generic_time_prefix}{person:person}为什么{vp:VP}？""]","[""{person}點解{vp}呀？"",""{time}{person}點解{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,why,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我为什么去机场？,我點解去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-014,{person:person}什么时候{vp:VP}？,{person}幾時{vp}呀？,"[""{person:person}什么时候{vp:VP}？"",""{time:generic_time_prefix}{person:person}什么时候{vp:VP}？""]","[""{person}幾時{vp}呀？"",""{time}{person}幾時{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,when,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我什么时候去机场？,我幾時去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-015,{person:person}在哪里{vp:VP}？,{person}喺邊度{vp}呀？,"[""{person:person}在哪里{vp:VP}？"",""{time:generic_time_prefix}{person:person}在哪里{vp:VP}？""]","[""{person}喺邊度{vp}呀？"",""{time}{person}喺邊度{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,where_action,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我在哪里去机场？,我喺邊度去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-016,{person:person}怎么{vp:VP}？,{person}點樣{vp}呀？,"[""{person:person}怎么{vp:VP}？"",""{time:generic_time_prefix}{person:person}怎么{vp:VP}？""]","[""{person}點樣{vp}呀？"",""{time}{person}點樣{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,how,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我怎么去机场？,我點樣去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-017,{person:person}喜欢{np:NP}。,{person}鍾意{np}。,"[""{person:person}喜欢{np:NP}。"",""{time:generic_time_prefix}{person:person}喜欢{np:NP}。""]","[""{person}鍾意{np}。"",""{time}{person}鍾意{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,like,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我喜欢这个文件。,我鍾意呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-018,{person:person}不喜欢{np:NP}。,{person}唔鍾意{np}。,"[""{person:person}不喜欢{np:NP}。"",""{time:generic_time_prefix}{person:person}不喜欢{np:NP}。""]","[""{person}唔鍾意{np}。"",""{time}{person}唔鍾意{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,dislike,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我不喜欢这个文件。,我唔鍾意呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-019,请给{person:person}{np:NP}。,唔該畀{np}{person}。,"[""请给{person:person}{np:NP}。"",""{time:generic_time_prefix}请给{person:person}{np:NP}。""]","[""唔該畀{np}{person}。"",""{time}唔該畀{np}{person}。""]","[""person"",""NP"",""generic_time_prefix""]",general,give_request,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,请给我这个文件。,唔該畀呢份文件我。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-020,请帮{person:person}{vp:VP}。,唔該幫{person}{vp}。,"[""请帮{person:person}{vp:VP}。"",""{time:generic_time_prefix}请帮{person:person}{vp:VP}。""]","[""唔該幫{person}{vp}。"",""{time}唔該幫{person}{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,help_request,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,请帮我去机场。,唔該幫我去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-021,{person:person}找不到{np:NP}。,{person}搵唔到{np}。,"[""{person:person}找不到{np:NP}。"",""{time:generic_time_prefix}{person:person}找不到{np:NP}。""]","[""{person}搵唔到{np}。"",""{time}{person}搵唔到{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,cannot_find,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我找不到这个文件。,我搵唔到呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-022,{person:person}看不懂{np:NP}。,{person}睇唔明{np}。,"[""{person:person}看不懂{np:NP}。"",""{time:generic_time_prefix}{person:person}看不懂{np:NP}。""]","[""{person}睇唔明{np}。"",""{time}{person}睇唔明{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,cannot_understand,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我看不懂这个文件。,我睇唔明呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-023,{person:person}听不懂{np:NP}。,{person}聽唔明{np}。,"[""{person:person}听不懂{np:NP}。"",""{time:generic_time_prefix}{person:person}听不懂{np:NP}。""]","[""{person}聽唔明{np}。"",""{time}{person}聽唔明{np}。""]","[""person"",""NP"",""generic_time_prefix""]",general,cannot_hear_understand,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我听不懂这个文件。,我聽唔明呢份文件。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-024,{person:person}忘了{vp:VP}。,{person}唔記得{vp}。,"[""{person:person}忘了{vp:VP}。"",""{time:generic_time_prefix}{person:person}忘了{vp:VP}。""]","[""{person}唔記得{vp}。"",""{time}{person}唔記得{vp}。""]","[""person"",""VP"",""generic_time_prefix""]",general,forgot,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我忘了去机场。,我唔記得去機場。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-025,{person:person}记得{vp:VP}吗？,{person}記唔記得{vp}呀？,"[""{person:person}记得{vp:VP}吗？"",""{time:generic_time_prefix}{person:person}记得{vp:VP}吗？""]","[""{person}記唔記得{vp}呀？"",""{time}{person}記唔記得{vp}呀？""]","[""person"",""VP"",""generic_time_prefix""]",general,remember_question,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我记得去机场吗？,我記唔記得去機場呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-026,{person:person}觉得{np:NP}怎么样？,{person}覺得{np}點呀？,"[""{person:person}觉得{np:NP}怎么样？"",""{time:generic_time_prefix}{person:person}觉得{np:NP}怎么样？""]","[""{person}覺得{np}點呀？"",""{time}{person}覺得{np}點呀？""]","[""person"",""NP"",""generic_time_prefix""]",general,opinion,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我觉得这个文件怎么样？,我覺得呢份文件點呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-027,{person:person}对{np:NP}有兴趣。,{person}對{np}有興趣。,"[""{person:person}对{np:NP}有兴趣。"",""{time:generic_time_prefix}{person:person}对{np:NP}有兴趣。""]","[""{person}對{np}有興趣。"",""{time}{person}對{np}有興趣。""]","[""person"",""NP"",""generic_time_prefix""]",general,interest,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我对这个文件有兴趣。,我對呢份文件有興趣。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-028,{person:person}对{np:NP}没有兴趣。,{person}對{np}冇興趣。,"[""{person:person}对{np:NP}没有兴趣。"",""{time:generic_time_prefix}{person:person}对{np:NP}没有兴趣。""]","[""{person}對{np}冇興趣。"",""{time}{person}對{np}冇興趣。""]","[""person"",""NP"",""generic_time_prefix""]",general,no_interest,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我对这个文件没有兴趣。,我對呢份文件冇興趣。,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-029,{person:person}把{np:NP}放在哪里了？,{person}將{np}放咗喺邊度呀？,"[""{person:person}把{np:NP}放在哪里了？"",""{time:generic_time_prefix}{person:person}把{np:NP}放在哪里了？""]","[""{person}將{np}放咗喺邊度呀？"",""{time}{person}將{np}放咗喺邊度呀？""]","[""person"",""NP"",""generic_time_prefix""]",general,placed_where,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我把这个文件放在哪里了？,我將呢份文件放咗喺邊度呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
CTPL-030,{person:person}可以把{np:NP}带走吗？,{person}可唔可以將{np}拎走呀？,"[""{person:person}可以把{np:NP}带走吗？"",""{time:generic_time_prefix}{person:person}可以把{np:NP}带走吗？""]","[""{person}可唔可以將{np}拎走呀？"",""{time}{person}可唔可以將{np}拎走呀？""]","[""person"",""NP"",""generic_time_prefix""]",general,take_away,84,[],"{""optional_slots"":[""generic_time_prefix""],""time_prefix_position"":""sentence_initial""}",false,我可以把这个文件带走吗？,我可唔可以將呢份文件拎走呀？,Compact replacement for earlier subject × time template expansion.,generated_candidate,compact_compositional_template_v1.2
